,r_fighter,b_fighter,r_odds,b_odds,r_ev,b_ev,date,winner,title_bout,weight_class,gender,no_of_rounds,b_current_lose_streak,b_current_win_streak,b_draw,b_avg_sig_str_landed,b_avg_sig_str_pct,b_avg_sub_att,b_avg_td_landed,b_avg_td_pct,b_longest_win_streak,b_losses,b_total_rounds_fought,b_total_title_bouts,b_win_by_decision_majority,b_win_by_decision_split,b_win_by_decision_unanimous,b_win_by_ko_tko,b_win_by_submission,b_win_by_tko_doctor_stoppage,b_wins,b_stance,b_height_cms,b_reach_cms,b_weight_lbs,r_current_lose_streak,r_current_win_streak,r_draw,r_avg_sig_str_landed,r_avg_sig_str_pct,r_avg_sub_att,r_avg_td_landed,r_avg_td_pct,r_longest_win_streak,r_losses,r_total_rounds_fought,r_total_title_bouts,r_win_by_decision_majority,r_win_by_decision_split,r_win_by_decision_unanimous,r_win_by_ko_tko,r_win_by_submission,r_win_by_tko_doctor_stoppage,r_wins,r_stance,r_height_cms,r_reach_cms,r_weight_lbs,r_age,b_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,b_match_weightclass_rank,r_match_weightclass_rank,r_womens_flyweight_rank,r_womens_featherweight_rank,r_womens_strawweight_rank,r_womens_bantamweight_rank,r_heavyweight_rank,r_light_heavyweight_rank,r_middleweight_rank,r_welterweight_rank,r_lightweight_rank,r_featherweight_rank,r_bantamweight_rank,r_flyweight_rank,r_pound_for_pound_rank,b_womens_flyweight_rank,b_womens_featherweight_rank,b_womens_strawweight_rank,b_womens_bantamweight_rank,b_heavyweight_rank,b_light_heavyweight_rank,b_middleweight_rank,b_welterweight_rank,b_lightweight_rank,b_featherweight_rank,b_bantamweight_rank,b_flyweight_rank,b_pound_for_pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,city,region,country
1380,Juan Espino,Justin Frazier,-175,155,57.14285714,155.0,2018-11-30,Red,True,Heavyweight,MALE,4,0,0,0,,0.66,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,182.88,190.5,265,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,193.04,208.28,250,38,29,0,0,0,0,0,0,0,0,0,-10.16,-17.78,9,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,3:36,216,450,800,240,1260,350,220,Las Vegas,Nevada,USA
1384,Ji Yeon Kim,Antonina Shevchenko,235,-275,235.0,36.36363636,2018-11-30,Blue,False,Women's Flyweight,FEMALE,3,0,0,0,,0.57,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,170.18,125,0,2,0,67.0,0.326666667,0.0,0.0,0.0,2,1,9,0,0,2,0,0,0,0,2,Orthodox,170.18,182.88,125,29,34,0,-2,-2,-2,1,-9,0,0,0,2.54,-12.7,-5,-67.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,305,-170,1160,1050,1875,600,Las Vegas,Nevada,USA
1379,Rafael Dos Anjos,Kamaru Usman,270,-330,270.0,30.3030303,2018-11-30,Blue,False,Welterweight,MALE,5,0,8,0,49.625,0.52,0.25,3.5,0.36625,8,0,23,1,0,0,6,1,1,0,8,Switch,182.88,193.04,170,1,0,0,47.36,0.4492,0.56,1.8,0.3084,5,8,69,4,0,0,10,4,3,0,17,Southpaw,172.72,177.8,170,34,31,1,8,3,-9,8,-46,-3,-3,-2,10.16,15.24,3,2.265,-0.31,1.7,0,5,3,,,,,,,,3,,,,,,,,,,,,,5,,,,,,Red,U-DEC,,5,5:00,1500,600,-136,751,1050,705,350,Las Vegas,Nevada,USA
1382,Pedro Munhoz,Bryan Caraway,-290,245,34.48275862,245.0,2018-11-30,Red,False,Bantamweight,MALE,3,1,0,0,32.11111111,0.325555556,0.666666667,2.111111111,0.355555556,2,3,25,0,0,1,1,0,4,0,6,Orthodox,172.72,172.72,135,0,1,0,43.8,0.486,0.8,0.7,0.28,4,4,21,0,0,0,2,1,3,0,6,Orthodox,167.64,165.1,135,32,34,-1,-1,-2,0,1,4,0,-1,1,5.08,7.62,-2,-11.68888889,-0.133333333,1.411111111,0,14,9,,,,,,,,,,,9,,,,,,,,,,,,,14,,,Red,KO/TKO,Kick,1,2:39,159,100,329,325,1275,625,2020,Las Vegas,Nevada,USA
1383,Darren Stewart,Edmen Shahbazyan,100,-120,100.0,83.33333333,2018-11-30,Blue,False,Middleweight,MALE,3,0,0,0,,0.52,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,188.0,185,0,2,0,22.5,0.451666667,0.0,1.0,0.226666667,2,4,11,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,185,27,21,0,-2,-2,-2,4,-11,0,-2,0,5.08,0.04,6,-22.5,0.0,-1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,570,650,1075,525,180,179,Las Vegas,Nevada,USA
1398,Hu Yaozong,Rashad Coulter,-125,105,80.0,105.0,2018-11-24,Blue,False,Light Heavyweight,MALE,3,3,0,0,25.33333333,0.49,0.0,0.0,0.0,0,3,5,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,205,1,0,0,8.0,0.44,1.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,190.5,182.88,205,23,36,-2,0,0,0,-2,3,0,0,0,-10.16,10.16,-13,17.33333333,-1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,600,680,1225,1300,155,145,Beijing,China,China
1403,Su Mudaerji,Louis Smolka,150,-170,150.0,58.82352941,2018-11-24,Blue,False,Bantamweight,MALE,3,4,0,0,47.2,0.463,1.8,1.3,0.295,4,5,26,0,0,0,2,2,1,0,5,Orthodox,175.26,172.72,135,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,172.72,182.88,135,22,27,-4,0,4,5,-5,26,0,2,1,2.54,-10.16,-5,47.2,1.8,1.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,2,2:07,427,,660,,-110,,540,Beijing,China,China
1402,Kevin Holland,John Phillips,-590,445,16.94915254,445.0,2018-11-24,Red,False,Middleweight,MALE,3,1,0,0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,Southpaw,180.34,190.5,185,1,0,0,31.0,0.56,1.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,190.5,205.74,185,26,33,0,0,0,0,0,-2,0,0,0,-10.16,-15.24,-7,-31.0,-1.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,3,4:05,845,335,1150,135,1833,200,625,Beijing,China,China
1401,Yan Xiaonan,Syuri Kondo,-360,300,27.77777778,300.0,2018-11-24,Red,False,Women's Strawweight,FEMALE,3,1,0,0,68.5,0.565,0.0,0.0,0.0,1,1,4,0,0,1,0,0,0,0,1,Orthodox,162.56,167.64,115,0,2,0,83.5,0.38,0.0,0.0,0.0,2,0,6,0,0,0,2,0,0,0,2,Orthodox,165.1,160.02,115,29,29,-1,-2,-1,-1,-1,-2,0,0,0,-2.54,7.62,0,-15.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,500,,1750,,1200,Beijing,China,China
1399,Weili Zhang,Jessica Aguilar,-550,425,18.18181818,425.0,2018-11-24,Red,False,Women's Strawweight,FEMALE,3,0,1,0,85.0,0.513333333,0.0,1.333333333,0.266666667,1,2,9,0,0,0,1,0,0,0,1,Orthodox,160.02,160.02,115,0,1,0,77.0,0.39,0.0,1.0,0.5,1,0,3,0,0,0,1,0,0,0,1,Switch,162.56,160.02,115,29,36,0,0,0,0,-2,6,0,0,0,-2.54,0.0,-7,8.0,0.0,0.333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1,3:41,221,-180,509,865,1750,370,2975,Beijing,China,China
1400,Liu Pingyuan,Martin Day,-170,150,58.82352941,150.0,2018-11-24,Red,False,Bantamweight,MALE,3,0,0,0,,0.49,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,185.42,135,0,1,0,32.0,0.41,2.0,1.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,167.64,182.88,135,25,30,0,-1,-1,-1,0,-3,0,0,0,10.16,2.54,-5,-32.0,-2.0,-1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,,320,,1185,,569,Beijing,China,China
1397,Wu Yanan,Lauren Mueller,290,-350,290.0,28.57142857,2018-11-24,Red,False,Women's Flyweight,FEMALE,3,0,1,0,58.0,0.37,0.0,2.0,1.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,125,1,0,0,22.0,0.43,0.0,1.0,0.5,0,1,3,0,0,0,0,0,0,0,0,Orthodox,172.72,167.64,125,22,27,1,1,1,1,1,0,0,0,0,-7.62,2.54,-5,36.0,0.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,-172,,850,,450,Beijing,China,China
1396,Song Kenan,Alex Morono,-140,120,71.42857143,120.0,2018-11-24,Blue,False,Welterweight,MALE,3,1,0,0,44.0,0.37,0.5,0.0,0.0,2,3,15,0,0,1,1,0,1,0,3,Orthodox,180.34,182.88,170,0,2,0,23.0,0.725,0.0,0.0,0.0,2,0,3,0,0,0,0,2,0,0,2,Orthodox,182.88,180.34,170,28,28,-1,-2,0,1,-3,12,0,-2,1,-2.54,2.54,0,21.0,0.5,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,,233,,520,,765,Beijing,China,China
1395,Li Jingliang,David Zawada,-220,180,45.45454545,180.0,2018-11-24,Red,False,Welterweight,MALE,3,1,0,0,33.0,0.51,5.0,2.0,0.4,0,1,3,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,0,1,0,45.55555556,0.416666667,0.0,0.666666667,0.286666667,3,3,20,0,0,1,1,4,0,0,6,Orthodox,182.88,180.34,170,30,28,-1,-1,-3,-6,2,-17,0,-4,0,0.0,10.16,2,-12.55555556,5.0,1.333333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,,,,,,125,400,750,625,335,600,Beijing,China,China
1394,Song Yadong,Vince Morales,-550,425,18.18181818,425.0,2018-11-24,Red,False,Bantamweight,MALE,3,0,0,0,,0.39,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,135,0,2,0,23.5,0.33,1.0,0.5,0.5,2,0,3,0,0,0,0,1,1,0,2,Orthodox,172.72,170.18,135,20,28,0,-2,-2,-2,0,-3,0,-1,-1,-2.54,7.62,-8,-23.5,-1.0,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,,650,,2000,,850,Beijing,China,China
1393,Alistair Overeem,Sergei Pavlovich,115,-135,115.0,74.07407407,2018-11-24,Red,False,Heavyweight,MALE,3,0,0,0,,0.52,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,190.5,213.36,257,2,0,0,30.0,0.677857143,0.214285714,0.214285714,0.178571429,4,6,28,1,1,0,2,5,0,0,8,Orthodox,193.04,203.2,265,38,26,2,0,-4,-8,6,-28,-1,-5,0,-2.54,10.16,12,-30.0,-0.214285714,-0.214285714,0,,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,1,4:21,261,375,500,1000,1600,300,110,Beijing,China,China
1392,Curtis Blaydes,Francis Ngannou,-240,200,41.66666667,200.0,2018-11-24,Blue,False,Heavyweight,MALE,5,2,0,0,14.5,0.47625,0.25,0.0,0.0,6,2,16,1,0,0,0,4,1,1,6,Orthodox,193.04,210.82,250,0,4,0,43.57142857,0.545714286,0.0,4.714285714,0.667142857,4,2,17,0,0,0,2,2,0,1,5,Orthodox,193.04,203.2,265,27,32,-2,-4,2,1,0,-1,1,2,1,0.0,7.62,-5,-29.07142857,0.25,-4.714285714,0,4,3,,,,,3,,,,,,,,,,,,,4,,,,,,,,,Red,KO/TKO,Punch,1,0:45,45,450,1600,1000,1600,-110,210,Beijing,China,China
1410,Michel Prazeres,Bartosz Fabinski,-145,125,68.96551724,125.0,2018-11-17,Red,False,Welterweight,MALE,3,0,3,0,33.66666667,0.71,0.0,7.333333333,0.7,3,0,9,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,170,0,7,0,33.45454545,0.482727273,0.545454545,3.727272727,0.419090909,7,2,31,0,0,3,4,0,2,0,9,Orthodox,167.64,170.18,170,37,32,0,-4,-4,-6,2,-22,0,0,-2,15.24,20.32,5,0.21212122,-0.545454545,3.606060606,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,1,1:02,62,172,165,510,1400,884,1030,Buenos Aires,Buenos Aires,Argentina
1415,Nad Narimani,Anderson Dos Santos,-420,335,23.80952381,335.0,2018-11-17,Red,False,Featherweight,MALE,3,0,0,0,,0.26,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,165.1,177.8,135,0,1,0,45.0,0.65,0.0,6.0,0.54,1,0,3,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,145,31,33,0,-1,-1,-1,0,-3,0,0,0,-7.62,0.0,-2,-45.0,0.0,-6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,116,920,265,725,552,1020,Buenos Aires,Buenos Aires,Argentina
1414,Devin Powell,Jesus Pinedo,200,-240,200.0,41.66666667,2018-11-17,Blue,False,Lightweight,MALE,3,0,0,0,,0.38,,,,0,0,0,0,0,0,0,0,0,0,0,Southpaw,177.8,188.0,155,0,1,0,25.66666667,0.423333333,0.666666667,0.0,0.0,1,2,7,0,0,0,0,1,0,0,1,Orthodox,182.88,185.42,155,30,22,0,-1,-1,-1,2,-7,0,-1,0,-5.08,2.58,8,-25.66666667,-0.666666667,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,705,200,365,635,850,225,Buenos Aires,Buenos Aires,Argentina
1413,Laureano Staropoli,Hector Aldana,100,-120,100.0,83.33333333,2018-11-17,Red,False,Welterweight,MALE,3,1,0,0,39.0,0.43,0.0,2.0,1.0,0,1,2,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,170,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,185.42,180.34,170,25,30,-1,0,0,0,-1,2,0,0,0,-5.08,2.54,-5,39.0,0.0,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,447,525,1050,905,220,190,Buenos Aires,Buenos Aires,Argentina
1412,Humberto Bandenay,Austin Arnett,-235,195,42.55319149,195.0,2018-11-17,Blue,False,Featherweight,MALE,3,2,0,0,27.5,0.34,0.0,0.5,0.5,0,2,5,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,1,0,0,3.5,0.855,0.5,0.0,0.0,1,1,2,0,0,0,0,1,0,0,1,Southpaw,180.34,181.61,145,24,27,-1,0,-1,-1,-1,3,0,-1,0,2.54,1.27,-3,24.0,-0.5,0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,309,750,320,590,200,525,Buenos Aires,Buenos Aires,Argentina
1411,Alexandre Pantoja,Ulka Sasaki,-320,260,31.25,260.0,2018-11-17,Red,False,Flyweight,MALE,3,0,1,0,16.5,0.4375,0.625,1.625,0.30375,1,4,15,0,0,0,0,0,4,0,4,Southpaw,177.8,180.34,125,0,1,0,63.5,0.435,1.25,0.75,0.5825,2,1,12,0,0,1,1,0,1,0,3,Orthodox,165.1,170.18,125,28,29,0,0,-1,1,-3,3,0,0,3,12.7,10.16,-1,-47.0,-0.625,0.875,0,15,9,,,,,,,,,,,,9,,,,,,,,,,,,,15,,Red,,,,,,155,474,245,575,514,1775,Buenos Aires,Buenos Aires,Argentina
1405,Ricardo Lamas,Darren Elkins,-175,155,57.14285714,155.0,2018-11-17,Red,False,Featherweight,MALE,3,1,0,0,38.36842105,0.335789474,1.105263158,2.052631579,0.334210526,6,5,48,0,0,2,8,3,1,0,14,Orthodox,177.8,180.34,145,2,0,0,29.57142857,0.472142857,0.714285714,0.928571429,0.28,4,5,31,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,36,34,1,0,2,5,0,17,-1,0,-2,5.08,0.0,2,8.79699248,0.390977444,1.12406015,0,13,12,,,,,,,,,,12,,,,,,,,,,,,,13,,,,Red,KO/TKO,Elbows,3,4:09,849,170,225,550,1400,350,1000,Buenos Aires,Buenos Aires,Argentina
1409,Cynthia Calvillo,Poliana Botelho,150,-170,150.0,58.82352941,2018-11-17,Red,False,Women's Strawweight,FEMALE,3,0,2,0,38.0,0.66,0.0,0.5,0.5,2,0,4,0,0,0,1,1,0,0,2,Orthodox,172.72,170.18,115,1,0,0,38.75,0.4,2.0,1.25,0.6825,3,1,10,0,0,0,1,0,2,0,3,Orthodox,162.56,162.56,115,31,29,1,2,-1,-1,1,-6,0,1,-2,10.16,7.62,2,-0.75,-2.0,-0.75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,4:48,288,350,200,250,1400,1400,225,Buenos Aires,Buenos Aires,Argentina
1408,Guido Cannetti,Marlon Vera,260,-320,260.0,31.25,2018-11-17,Blue,False,Bantamweight,MALE,3,0,1,0,38.55555556,0.432222222,0.888888889,0.444444444,0.193333333,3,4,23,0,0,0,1,2,2,0,5,Switch,172.72,177.8,135,0,1,0,27.75,0.51,0.25,1.75,0.475,1,2,9,0,0,0,2,0,0,0,2,Southpaw,167.64,172.72,135,38,25,0,0,2,3,-2,14,0,2,2,5.08,5.08,13,10.80555556,0.638888889,-1.305555556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,2,1:31,391,350,300,1600,175,800,300,Buenos Aires,Buenos Aires,Argentina
1407,Cezar Ferreira,Ian Heinisch,-185,160,54.05405405,160.0,2018-11-17,Blue,False,Middleweight,MALE,3,0,0,0,,0.5,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,180.34,182.88,185,0,2,0,17.84615385,0.442307692,0.384615385,1.769230769,0.449230769,3,4,28,1,0,2,4,0,3,0,9,Southpaw,185.42,198.12,185,33,30,0,-2,-3,-9,4,-28,-1,0,-3,-5.08,-15.24,3,-17.84615385,-0.384615385,-1.769230769,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,325,550,150,2000,700,250,Buenos Aires,Buenos Aires,Argentina
1406,Khalil Rountree Jr.,Johnny Walker,-155,135,64.51612903,135.0,2018-11-17,Blue,False,Light Heavyweight,MALE,3,0,0,0,,0.69,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,195.58,208.28,205,0,1,0,16.0,0.506666667,0.166666667,0.0,0.0,2,3,10,1,0,0,0,3,0,0,3,Southpaw,185.42,193.04,205,28,26,0,-1,-2,-3,3,-10,-1,-3,0,10.16,15.24,2,-16.0,-0.166666667,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbow,1,1:57,117,,600,,650,,325,Buenos Aires,Buenos Aires,Argentina
1404,Neil Magny,Santiago Ponzinibbio,175,-210,175.0,47.61904762,2018-11-17,Blue,False,Welterweight,MALE,5,0,6,0,40.0,0.417,0.0,0.4,0.133,6,2,21,0,0,0,4,4,0,0,8,Orthodox,182.88,185.42,170,0,2,0,43.94736842,0.434736842,0.263157895,2.157894737,0.437368421,7,5,48,0,0,1,7,5,1,0,14,Orthodox,190.5,203.2,170,31,32,0,4,-1,-6,3,-27,0,-1,-1,-7.62,-17.78,-1,-3.94736842,-0.263157895,-1.757894737,0,10,8,,,,,,,,8,,,,,,,,,,,,,10,,,,,,Red,KO/TKO,Punch,4,2:36,1056,450,450,750,1000,800,-140,Buenos Aires,Buenos Aires,Argentina
1422,Ashley Yoder,Amanda Cooper,-140,120,71.42857143,120.0,2018-11-10,Red,False,Women's Strawweight,FEMALE,3,1,0,0,24.6,0.36,0.8,0.6,0.198,1,3,8,1,0,0,1,1,0,0,2,Switch,160.02,162.56,115,3,0,0,40.66666667,0.323333333,0.0,1.333333333,0.333333333,0,3,9,0,0,0,0,0,0,0,0,Southpaw,170.18,175.26,115,31,27,2,0,1,2,0,-1,1,1,0,-10.16,-12.7,4,-16.06666667,0.8,-0.733333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,189,175,260,1500,1600,927,Denver,Colorado,USA
1427,Mark De La Rosa,Joby Sanchez,-230,190,43.47826087,190.0,2018-11-10,Red,False,Bantamweight,MALE,3,2,0,0,33.5,0.2625,0.25,0.5,0.25,1,3,9,0,0,1,0,0,0,0,1,Orthodox,167.64,172.72,135,0,1,0,13.5,0.53,0.5,1.0,0.33,1,1,4,0,0,0,0,0,1,0,1,Orthodox,167.64,165.1,135,24,27,-2,-1,0,0,-2,5,0,0,-1,0.0,7.62,-3,20.0,-0.25,-0.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,225,320,180,1355,900,800,Denver,Colorado,USA
1426,Joseph Morales,Eric Shelton,125,-145,125.0,68.96551724,2018-11-10,Blue,False,Flyweight,MALE,3,1,0,0,47.5,0.45,0.25,2.5,0.385,1,3,12,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,125,1,0,0,10.5,0.41,0.5,0.0,0.0,1,1,3,0,0,0,0,0,1,0,1,Switch,167.64,175.26,125,24,27,0,0,0,0,-2,9,0,0,-1,0.0,-2.54,-3,37.0,-0.25,2.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,316,120,525,1115,527,850,Denver,Colorado,USA
1425,Devonte Smith,Julian Erosa,-230,210,43.47826087,210.0,2018-11-10,Red,False,Lightweight,MALE,3,1,0,0,38.5,0.46,1.0,1.5,0.83,1,1,5,0,0,1,0,0,0,0,1,Southpaw,185.42,187.96,145,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,193.04,155,25,29,-1,0,1,1,-1,5,0,0,0,10.16,-5.08,-4,38.5,1.0,1.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,1,0:46,46,485,425,1545,825,-145,649,Denver,Colorado,USA
1424,Davi Ramos,John Gunther,-1000,650,10.0,650.0,2018-11-10,Red,False,Lightweight,MALE,3,0,1,0,27.0,0.38,0.0,8.0,0.42,1,0,3,0,1,0,0,0,0,0,1,Orthodox,175.26,182.88,155,0,2,0,32.0,0.406666667,0.666666667,2.0,0.516666667,2,1,7,0,0,0,0,0,2,0,2,Orthodox,167.64,177.8,155,32,32,0,-1,-1,-1,1,-4,0,0,-2,7.62,5.08,0,-5.0,-0.666666667,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Rear Naked Choke,1,1:57,117,610,942,-280,3425,485,2400,Denver,Colorado,USA
1423,Chas Skelly,Bobby Moffett,100,-120,100.0,83.33333333,2018-11-10,Blue,False,Featherweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,145,1,0,0,17.88888889,0.442222222,1.555555556,1.111111111,0.338888889,4,3,20,0,0,0,1,1,4,0,6,Orthodox,180.34,182.88,145,33,28,1,0,-4,-6,3,-20,0,-1,-4,-2.54,5.08,5,-17.88888889,-1.555555556,-1.111111111,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,Overturned,D'Arce Choke,2,2:43,463,249,175,431,625,850,649,Denver,Colorado,USA
1421,Michael Trizano,Luis Pena,145,-165,145.0,60.60606061,2018-11-10,Red,False,Lightweight,MALE,3,0,1,0,8.0,0.34,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,1,Southpaw,190.5,190.5,155,0,1,0,42.0,0.59,1.0,0.0,0.0,1,0,3,1,0,1,0,0,0,0,1,Orthodox,180.34,180.34,155,26,25,0,0,0,0,0,-2,-1,0,1,10.16,10.16,1,-34.0,0.0,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3,5:00,900,230,325,700,150,1000,550,Denver,Colorado,USA
1420,Maycee Barber,Hannah Cifers,-470,375,21.27659574,375.0,2018-11-10,Red,False,Women's Strawweight,FEMALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,154.94,160.02,115,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Switch,165.1,165.1,125,20,26,0,0,0,0,0,0,0,0,0,-10.16,-5.08,-6,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2,2:01,421,125,550,250,1600,325,900,Denver,Colorado,USA
1419,Beneil Dariush,Thiago Moises,-160,140,62.5,140.0,2018-11-10,Red,False,Lightweight,MALE,3,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,Orthodox,175.26,177.8,155,3,0,0,36.46153846,0.468461538,0.384615385,0.692307692,0.223846154,5,5,27,0,0,1,3,1,3,0,8,Southpaw,177.8,182.88,155,29,23,3,0,-5,-8,5,-27,0,-1,-3,-2.54,-5.08,6,-36.46153846,-0.384615385,-0.692307692,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3,5:00,900,165,450,650,600,420,370,Denver,Colorado,USA
1418,Raquel Pennington,Germaine de Randamie,180,-220,180.0,45.45454545,2018-11-10,Blue,False,Women's Bantamweight,FEMALE,3,0,3,0,35.6,0.45,0.0,0.0,0.0,3,1,12,1,0,1,1,2,0,0,4,Orthodox,175.26,180.34,135,1,0,0,51.44444444,0.513333333,1.0,1.222222222,0.542222222,4,3,26,1,0,1,3,0,2,0,6,Orthodox,170.18,170.18,135,30,34,1,3,-1,-2,2,-14,0,2,-2,5.08,10.16,-4,-15.84444444,-1.0,-1.222222222,0,5,4,,,,4,,,,,,,,,,,,,5,,,,,,,,,,Red,U-DEC,,3,5:00,900,225,105,700,2200,1800,275,Denver,Colorado,USA
1417,Donald Cerrone,Mike Perry,170,-200,170.0,50.0,2018-11-10,Red,False,Welterweight,MALE,3,0,1,0,44.125,0.4825,0.0,0.5,0.23875,2,3,19,0,0,1,0,4,0,0,5,Orthodox,177.8,180.34,170,1,0,0,43.67857143,0.493571429,0.357142857,0.714285714,0.291428571,8,8,60,1,0,0,6,9,5,0,20,Orthodox,185.42,185.42,155,35,27,1,1,-6,-15,5,-41,-1,-5,-5,-7.62,-5.08,8,0.44642857,-0.357142857,-0.214285714,0,,12,,,,,,,,12,,,,,,,,,,,,,,,,,,,Red,SUB,Armbar,1,4:46,286,325,400,650,3300,550,-120,Denver,Colorado,USA
